surname;count
BRUDER;255
CHĘTKOWSKI;255
DOBRY;255
DZIEMIANKO;255
FIRKOWSKI;255
GANDECKI;255
GODOWSKI;255
GRONOSTAJSKI;255
GRUDKA;255
HARAZIN;255
ISAEV;255
JANUCIK;255
KIECKA;255
KIRSZ;255
KNIAT;255
KOMAREK;255
KOSIERB;255
KOTLĘGA;255
KRUŻYCKI;255
KRZYŚCIAK;255
KUKULAK;255
KVARATSKHELIA;255
LESZCZYSZYN;255
LOTKA;255
LUBCZYK;255
LUPAN;255
ŁUBIK;255
MALIBORSKI;255
MARKULAK;255
MOZGAWA;255
NAWOTKA;255
NIEZBORAŁA;255
PACHUT;255
PEJSKI;255
PIERWOŁA;255
PILAS;255
PIWKOWSKI;255
POPADIUK;255
PYPŁACZ;255
REDEL;255
SAŁACIAK;255
SHYMANSKYI;255
STRZEŚNIEWSKI;255
ŚLIWICKI;255
TROFIMIUK;255
TYMOSIAK;255
WALNIK;255
ZAGOZDON;255
ZBRZEZNY;255
ZENKA;255
ŻUKROWSKI;255
ARMATOWSKA;254
BUŹNIAK;254
CHAŁAS;254
CHARKO;254
CZEPUŁKOWSKA;254
DALKOWSKA;254
DROB;254
DYBIZBAŃSKA;254
ERTEL;254
FURDYNA;254
GADZINOWSKA;254
GULEWICZ;254
JADACKA;254
JĘDRO;254
KNUTELSKA;254
MAŚLANKOWSKA;254
MISZTAK;254
OLEKSYK;254
PLOTNIKOVA;254
PODKOŚCIELNA;254
REKIEL;254
ROGUSZKA;254
SABELA;254
SENDROWSKA;254
TOBERA;254
TRZEPACZ;254
WOSZEK;254
ZAWILSKA;254
ZYGNERSKA;254
BANASZYŃSKI;254
BARBARSKI;254
BETLIŃSKI;254
BŁASIŃSKI;254
BRAJCZEWSKI;254
CERANKA;254
CHARA;254
CHWAŁ;254
CIURKOT;254
DRÓBKA;254
FILIPIEC;254
GAJEC;254
GATNAR;254
GAWLE;254
HLIWA;254
HUMIĘCKI;254
JADACKI;254
KLIKS;254
KOBIERZYŃSKI;254
KOMADOWSKI;254
KOSIN;254
LIPIEŃ;254
ŁOWISZ;254
MACIOS;254
MOŃ;254
MUŁA;254
ORNATOWSKI;254
OSTRYSZ;254
PANOV;254
PAŃCZUK;254
PAŹDZIORKO;254
PODMOKŁY;254
PYRYT;254
SKALNIAK;254
SKOTARSKI;254
SMOSARSKI;254
SONG;254
SUSZCZEWICZ;254
SZYMAŃCZUK;254
ŚWIĘTOSŁAWSKI;254
TUBEK;254
WALĄG;254
WOJARSKI;254
WOLSZA;254
WOROSZYŁO;254
WORYTKO;254
BANIECKA;253
BARSZCZOWSKA;253
BERCZYŃSKA;253
BOGUSIAK;253
BRYCZKOWSKA;253
CHUDAK;253
DORNIAK;253
DOSKOCZ;253
DUDCHENKO;253
DUDNIK;253
GIERWATOWSKA;253
GODOS;253
HARMASH;253
JAKIMCZUK;253
JEREMICZ;253
KACHUR;253
KIEŁKOWICZ;253
KNUROWSKA;253
KORCZAKOWSKA;253
KROKER;253
KSEPKA;253
MARGALSKA;253
MARSZAŁKIEWICZ;253
MENES;253
MISZCZYŃSKA;253
NATKOWSKA;253
OZON;253
PAJĄCZEK;253
PASIEWICZ;253
PIECZKO;253
POLAŃCZYK;253
POLIUKHOVYCH;253
POSADZY;253
PRASOŁ;253
PUSTOVIT;253
RAWIŃSKA;253
SOBCHUK;253
STEINER;253
STRYJSKA;253
SZADURSKA;253
SZOŁTYS;253
TOMALKA;253
WARPECHOWSKA;253
WASAK;253
WELTER;253
WODARZ;253
WREMBEL;253
ZAWITKOWSKA;253
ZIELEWSKA;253
BACHYNSKYI;253
BHANDARI;253
BIELOV;253
BORODIN;253
BORZUCHOWSKI;253
CHRUŚLIŃSKI;253
DOŁKOWSKI;253
FIDYK;253
FRYGA;253
GŁADYSZEWSKI;253
GÓRCZYK;253
GRODOWSKI;253
GWARDECKI;253
HOMEL;253
JALOWSKI;253
KAPANADZE;253
KŁAPKOWSKI;253
KOLECKI;253
KOMPAŁA;253
LASZCZYŃSKI;253
ŁATKOWSKI;253
ŁĄKOWSKI;253
MARUSARZ;253
NOŻEWSKI;253
OSZYWA;253
PALAC;253
PARDEJ;253
PĘGIEL;253
PROCAJŁO;253
RAMIĄCZEK;253
SAŁAPATEK;253
SERMAK;253
SMARZYŃSKI;253
SZLACHCIKOWSKI;253
ŚCIEGIENNY;253
WANECKI;253
WARCZYŃSKI;253
ZARYCKI;253
ZIELEWSKI;253
ŻÓŁTAK;253
ŻYTA;253
BLACHARSKA;252
CIEŚLAKOWSKA;252
HORODYŃSKA;252
JASIURKOWSKA;252
KOKOWSKA;252
KOTAŃSKA;252
KOWALEC;252
KRUSIEWICZ;252
LASIA;252
LEKAN;252
LESZ;252
LETKA;252
LUBOŃSKA;252
MAZERANT;252
MENDELEWSKA;252
MIODUCHOWSKA;252
OSTROPOLSKA;252
PISKAŁA;252
PODULKA;252
RAFALIK;252
ROGOŃ;252
ROSADZIŃSKA;252
ROSTECKA;252
RYNIEWICZ;252
SAMOŁYK;252
SHESTAKOVA;252
SYCHOVA;252
SZAMBORSKA;252
SZEPIELAK;252
TROFYMCHUK;252
WILGUCKA;252
ZARYCKA;252
ANISIMOV;252
BIERSKI;252
BIŁEK;252
BIŃCZYCKI;252
BŁACHUTA;252
BOHUSH;252
CEL;252
CYRWUS;252
DRACZYŃSKI;252
DYBICZ;252
FRANECKI;252
GAPPA;252
GARCZEWSKI;252
GRYSZKA;252
KANAS;252
LARWA;252
LIEBNER;252
LUKASEK;252
ŁAŃCUCKI;252
MAGALSKI;252
MERSKI;252
MIKOŁAJKO;252
MODELEWSKI;252
MYŚKÓW;252
NUSZKIEWICZ;252
PINDUR;252
PŁASZCZYŃSKI;252
POCZTOWSKI;252
PRZEBIERACZ;252
ROCHOWICZ;252
ROGUSZEWSKI;252
SAMBURSKI;252
SEŃKO;252
SMOLNY;252
STAJKOWSKI;252
STELMASIK;252
STRĄG;252
SUCHOROWSKI;252
SZUBERLA;252
TRETIAKOV;252
TRZONEK;252
ZIARKIEWICZ;252
ADAMCHUK;251
ANDRASZ;251
BILINSKA;251
BLASZKA;251
BOŁTRYK;251
BOŻĘCKA;251
CENDROWICZ;251
CZEPEK;251
DANA;251
DOBRUCHOWSKA;251
DRAHAN;251
DROBNIEWSKA;251
FILOCHOWSKA;251
GARCZEWSKA;251
GĄSZCZ;251
GRĄDKOWSKA;251
HRYNKO;251
KACZMAROWSKA;251
KAWICKA;251
KORZYBSKA;251
KOSEL;251
LINDE;251
PALUSZYŃSKA;251
PARCZYŃSKA;251
PRILL;251
PRZYBECKA;251
PRZYŻYCKA;251
PUSZKARSKA;251
RAPCZYŃSKA;251
ROJECKA;251
SEMKO;251
SKORŻA;251
SKOTARCZYK;251
STAFIŃSKA;251
SUCHOROWSKA;251
TOPYŁA;251
WANTULOK;251
ABRATKIEWICZ;251
BEZUBIK;251
BIEDNY;251
BOGUSZYŃSKI;251
CHARKOT;251
CHORĄŻEWSKI;251
DROŻDŻAK;251
DZIEWICKI;251
FĄS;251
GARDZIŃSKI;251
GEMBALA;251
GIEŁDA;251
GIESZCZYK;251
GŁOWIK;251
GNACIŃSKI;251
GNITECKI;251
GORZELA;251
GRABNY;251
HUPA;251
KAK;251
KAŹMIERKIEWICZ;251
KHACHATRYAN;251
KICKI;251
KIELIAN;251
KNUTELSKI;251
LOTOTSKYI;251
ŁAGÓD;251
MIODOWSKI;251
MULAWKA;251
ÖZTÜRK;251
PĘDZIMĄŻ;251
POTAPCZUK;251
PROCHWICZ;251
ROJOWSKI;251
SIPORSKI;251
SKRZAT;251
SOFIŃSKI;251
SPICA;251
SZKATULSKI;251
SZWARACKI;251
SZWARCZEWSKI;251
TABIN;251
WDÓWKA;251
WIEROŃSKI;251
WŁOCHOWICZ;251
YEFIMOV;251
ZADOROŻNY;251
BAŁAZIŃSKA;250
BIJOK;250
BOBROVA;250
BRYKALSKA;250
DĘBCZYŃSKA;250
DZIELSKA;250
GANDECKA;250
GEMBICKA;250
GOGOLIŃSKA;250
GRABLEWSKA;250
GREDKA;250
HABRYKA;250
HAJDO;250
IBROM;250
KISZEL;250
KLARECKA;250
KOŁDEJ;250
KOŁODKO;250
KOMADOWSKA;250
LACHOR;250
LEFIK;250
MODER;250
NEVMERZHYTSKA;250
PAŹDZIERSKA;250
PIETRUK;250
PRÓCHNIEWICZ;250
RYZHKOVA;250
SIWONIA;250
SOTOMSKA;250
STRAUB;250
SZWANKOWSKA;250
TROFYMENKO;250
TRZECIECKA;250
WANDACHOWICZ;250
WITALEC;250
WYSOCZYŃSKA;250
ZABUSKA;250
ZBRZEZNA;250
BACHUL;250
BLACHURA;250
BORTEL;250
CIEŚLAKOWSKI;250
ĆWIĘK;250
DOLAK;250
DROPIŃSKI;250
FILIPIŃSKI;250
GAJKO;250
GARDIAN;250
GERA;250
GNIATKOWSKI;250
GNIECKI;250
GOŚLIŃSKI;250
GRZEGÓRZKO;250
GURBISZ;250
HOLZ;250
HYPKI;250
JANK;250
JASŁOWSKI;250
JEROMINEK;250
JODEŁKA;250
KISŁOWSKI;250
KOKOWSKI;250
KOŁTUŃSKI;250
KOMIN;250
KONDRAK;250
KONDYS;250
KRAJCER;250
KURCEWICZ;250
LEJCZAK;250
ŁAGANOWSKI;250
ŁAJEWSKI;250
ŁAWNICKI;250
MIĄSKIEWICZ;250
MITUŚ;250
MOCHALSKI;250
NGUYEN VAN;250
OLEŃSKI;250
OROŃ;250
PAJDO;250
PERUCKI;250
PIERONEK;250
POJASEK;250
POKRZYWKA;250
PRANCZK;250
RACZYK;250
ROŻNIATOWSKI;250
RYŻAK;250
SAVITSKI;250
SENDERSKI;250
ŚWINARSKI;250
TUŁOWIECKI;250
TYRCHA;250
WĄGRODZKI;250
WIETRAK;250
WOŁKOWYCKI;250
ZACHARZ;250
ZDZIENNICKI;250
ANDRAKA;249
ARSENIUK;249
BLITEK;249
BORZUCHOWSKA;249
BUBAŁA;249
CZYŻKOWSKA;249
DAJEWSKA;249
DOMASZCZYŃSKA;249
DZIEWICKA;249
ERAZMUS;249
FILIPOVA;249
HAŚNIK;249
KĘCKA;249
KOMPANIIETS;249
LAMBERT;249
ŁUSZKIEWICZ;249
ŁYCZBA;249
MANDECKA;249
NADARZYŃSKA;249
ORSKA;249
POBEREZHNA;249
POHREBNIAK;249
PRZYŁUSKA;249
SAŁAJCZYK;249
SENDROWICZ;249
STOBIERSKA;249
SZYNOL;249
TEKIELAK;249
TOMCHUK;249
TORZ;249
TUŃSKA;249
VITIUK;249
WIWATOWSKA;249
WŁOSOWICZ;249
WOJCIESZYŃSKA;249
WÓJCIŃSKA;249
WROCZYŃSKA;249
ŻARNOWIECKA;249
BIJATA;249
BIRIUKOV;249
BRĘK;249
CHLEBUŚ;249
CIEKAŃSKI;249
CZEPUŁKOWSKI;249
DARASZ;249
DYMNICKI;249
FILODA;249
GANCZARSKI;249
GOCŁAWSKI;249
KAROLIK;249
KRZYSZYCHA;249
LIZIK;249
MIKIELSKI;249
MOLASY;249
NOGAJCZYK;249
PACHACZ;249
PAĆKO;249
POTACZAŁA;249
PUKOWNIK;249
SAMOJLIK;249
SIEPIETOWSKI;249
SMOLIS;249
STAFIŃSKI;249
SZLASA;249
SZYPRYT;249
ŚCIESIŃSKI;249
ŚNIECIKOWSKI;249
TETŁAK;249
TOMASZCZUK;249
TSYBULSKYI;249
ULCZOK;249
ULEJCZYK;249
WASIŁEK;249
WERBIŃSKI;249
WINCIOREK;249
WROTECKI;249
WYCISŁO;249
YUDIN;249
ZAGRABSKI;249
ZAGRODNY;249
ZBYRAD;249
BERESKA;248
BIAŁOŃCZYK;248
BIZIOR;248
BURLIŃSKA;248
CEDZIDŁO;248
CIEKAŃSKA;248
DAMASZK;248
DOMANIECKA;248
FILAROWSKA;248
FLUDRA;248
GERTNER;248
HAIN;248
HALSKA;248
HERMAŃSKA;248
KLINK;248
KOLESNYKOVA;248
KOLISNICHENKO;248
KOŁTUŃSKA;248
KORCZEWSKA;248
KRZYWIECKA;248
LICHTARSKA;248
NADOBNIK;248
NEKRASOVA;248
NICIEJA;248
OKULARCZYK;248
ORKWISZEWSKA;248
PESZYŃSKA;248
ROJOWSKA;248
SCHULTZ;248
SIĘBOR;248
SLIUSARENKO;248
SOFIŃSKA;248
SPERLING;248
STEBNICKA;248
SURMAŃSKA;248
SZENK;248
ŚLEFARSKA;248
ŚWIDNICKA;248
WARKOCZ;248
WERBIŃSKA;248
WISTUBA;248
WIŚNIOCH;248
WOJCIESZKO;248
ZADOROŻNA;248
BĄBAŁA;248
BRACHMAŃSKI;248
BULARZ;248
BZDYL;248
CHWIEJ;248
CZYRNY;248
DANELSKI;248
DASIEWICZ;248
DESZCZKA;248
DĘBCZAK;248
GACIOCH;248
GŁÓDŹ;248
GORLIKOWSKI;248
HALEJCIO;248
JESIONKOWSKI;248
KAJFASZ;248
KANG;248
KLĄSKAŁA;248
KUBEŁ;248
KUWAŁEK;248
LIZUREK;248
ŁABIENIEC;248
ŁOKIEĆ;248
MALCZUK;248
MICHERDA;248
MOCZADŁO;248
MOŁDA;248
MUZIOŁ;248
OKAJ;248
OLCHAWSKI;248
PACZKA;248
PIELICHOWSKI;248
RYMUT;248
RYSIŃSKI;248
RZĄP;248
SIELECKI;248
SIEMIONEK;248
SKRZĘTA;248
SKUCIŃSKI;248
SZLACHETA;248
TOMAŚ;248
WACHOL;248
WRAGA;248
WTYKŁO;248
WYTRYKOWSKI;248
YATSYSHYN;248
ZAHORSKI;248
ZAITSAU;248
ZELIK;248
ZGLENICKI;248
BĄCELA;247
BIGOSIŃSKA;247
BOLECHOWSKA;247
BYCHOWSKA;247
DMYTRYK;247
DOMORADZKA;247
DRACZYŃSKA;247
DUBIELAK;247
GAJOWCZYK;247
GNIECIAK;247
HELWICH;247
KODYM;247
KOSIERKIEWICZ;247
LACHENDRO;247
LEŚNIAREK;247
LUBERADZKA;247
MICHNICKA;247
MIZERNA;247
MOSUREK;247
MULIAR;247
PANKOVA;247
PODKOWSKA;247
PRÓBA;247
PRZYSTASZ;247
RYSIEWICZ;247
SELEZNOVA;247
SKOROKHOD;247
STANKO;247
STASZ;247
SZAFRUGA;247
SZTACHELSKA;247
BUZUK;247
CEPAK;247
CHODUBSKI;247
CHYTRY;247
CIELIŃSKI;247
CYCHOWSKI;247
CZAJKO;247
CZMIEL;247
DESKIEWICZ;247
DREWING;247
FORDON;247
FOREMSKI;247
FRANCIK;247
GRELOWSKI;247
GRYCH;247
GULBICKI;247
HAPONIK;247
HOTLOŚ;247
JUSTA;247
JUSZKO;247
KARACZUN;247
KŁĄB;247
KOCIERZ;247
KORBAL;247
KRUSZEC;247
KRYM;247
KUZIMSKI;247
ŁYSKO;247
MAMOŃ;247
MIRONOWICZ;247
MŁODOŻENIEC;247
MOTAŁA;247
OLIK;247
PRUSAKOWSKI;247
RYGALSKI;247
RYPINA;247
SENDROWSKI;247
SMOLĄG;247
STACHACZ;247
SZAFER;247
WĘGOROWSKI;247
YASINSKYI;247
ZEMŁO;247
BASEK;246
BILOKON;246
BUHAI;246
BULKA;246
BYCHAWSKA;246
CHODUR;246
CHRUŚLIŃSKA;246
CZWARNO;246
GOLIMOWSKA;246
GRETKOWSKA;246
KACIK;246
KIEC;246
KUTYBA;246
KWESTARZ;246
ŁAŃCUCKA;246
ŁAWNICKA;246
MINCEWICZ;246
MYSZYŃSKA;246
NANOWSKA;246
OZIMKOWSKA;246
PATYRA;246
PĘKACKA;246
PROKHOROVA;246
PUTKO;246
RABCZEWSKA;246
RAUHUT;246
RĘCZKOWSKA;246
ROHOVA;246
ROSŁONEK;246
SIELECKA;246
SKOTARSKA;246
SŁUSZNIAK;246
STAJKOWSKA;246
STALIŃSKA;246
STELMACHOWSKA;246
ŚLIWICKA;246
ŚWIERSKA;246
ULAŃSKA;246
VORONTSOVA;246
WEIMANN;246
ZDANKIEWICZ;246
ABDULLAYEV;246
BAŁUCH;246
BILOUSOV;246
BUŁAKOWSKI;246
CIERPICKI;246
CZAUS;246
DANG;246
DULNIK;246
DURNAŚ;246
FRET;246
FRĘŚKO;246
GAIŃSKI;246
GŁUSZCZ;246
GMITEREK;246
GORECKI;246
KIL;246
KOMSA;246
KORZYBSKI;246
KROC;246
KUTELA;246
MALORNY;246
MARUNOWSKI;246
MASSALSKI;246
MATYSIUK;246
NIEPIEKŁO;246
OBRUŚNIK;246
OŁOWNIA;246
PANECKI;246
PĘŚKO;246
RODZINKA;246
RZYMKOWSKI;246
SAŁACKI;246
SAMOILOV;246
STARAK;246
SYCHOWICZ;246
SZUMERA;246
WĘGIELSKI;246
ZAGAJSKI;246
ZGIET;246
ŻŁOBECKI;246
BAYER;245
BONDARIEVA;245
BORSHCH;245
CHRZĘSTEK;245
DONDALSKA;245
FUHRMANN;245
GANCAREK;245
GĘBALSKA;245
GNACIŃSKA;245
GÓRSZCZYK;245
HOLUBENKO;245
KARNAUKH;245
KHARYTONOVA;245
KOCHANIAK;245
KORENKIEWICZ;245
KROSTA;245
LUHOVA;245
MAGALSKA;245
NESTERCHUK;245
NIKIFOROVA;245
ROZNER;245
SIEWNIAK;245
SNITKO;245
SOBAŚ;245
SOCHALSKA;245
SPORNA;245
STARCZYŃSKA;245
STEINBORN;245
STELMASZUK;245
SZTUCKA;245
TADZIK;245
TOTON;245
WOJTUSIK;245
WOLAS;245
ADAMUSIAK;245
BAJGER;245
BLUMA;245
BORYCA;245
BURSZTYNOWICZ;245
CICHACZEWSKI;245
CYMBOR;245
DOBRZYKOWSKI;245
DROGOŚ;245
GARBATY;245
GĘBALSKI;245
GOŹDZICKI;245
GRANDYS;245
GRUBIAK;245
GRZĘDZIŃSKI;245
GURAZDA;245
HAŁADYN;245
HERCOG;245
HES;245
HUSIEV;245
JAMROZIŃSKI;245
JAROŃCZYK;245
KACZOCHA;245
KARPISZ;245
KOSTRZYCKI;245
KUGLARZ;245
KULEC;245
LIBUDA;245
LIZUT;245
LUBOŃSKI;245
MATEJKOWSKI;245
MORDAS;245
MUL;245
OBOJSKI;245
OKUPNIAK;245
PACZEK;245
PATELA;245
PATOK;245
PSOTA;245
PTASZKIEWICZ;245
PYRZYK;245
RADASZEWSKI;245
REPETOWSKI;245
RĘDZIA;245
SAFRONOV;245
SŁAWKOWSKI;245
SNOPCZYŃSKI;245
SUCHOWSKI;245
ŚLEFARSKI;245
TRUKAWKA;245
TULIK;245
WARDYŃSKI;245
WĘŻOWSKI;245
WILGOS;245
WOWK;245
ZAMKOWSKI;245
ZIOMKOWSKI;245
ZYGNERSKI;245
BŁAHUT;244
BONNA;244
BORTNYK;244
CĂLDĂRAR;244
CZERNIELEWSKA;244
DOBSKA;244
DOVZHENKO;244
DOWNAROWICZ;244
DŻUGAJ;244
FRITZ;244
GIDZIŃSKA;244
GORECKA;244
GRZĄDKOWSKA;244
HUDA;244
JANUSZYK;244
KASJAN;244
KORBELA;244
KOŻYCZKOWSKA;244
KURTA;244
MARYNYCH;244
MICYK;244
MIESZCZYŃSKA;244
MIKIELSKA;244
MODELEWSKA;244
NALYVAIKO;244
OKULEWICZ;244
PALOWSKA;244
PIKULIŃSKA;244
RADIONOVA;244
ROBERT;244
RUDNA;244
SKORYK;244
SŁODOWA;244
STRASZYŃSKA;244
SZCZERBAL;244
SZYMOŃSKA;244
ŚNIECIŃSKA;244
ŚWIĘTOSŁAWSKA;244
VOVCHENKO;244
WAWRZKOWICZ;244
WSÓŁ;244
YAROSHCHUK;244
ZAMOLSKA;244
ZAWISKA;244
ZBIJOWSKA;244
BABUT;244
BAJSZCZAK;244
BIELIAIEV;244
BRZESZCZ;244
CAPEK;244
CHŁODNICKI;244
CHOMKO;244
CIWIŃSKI;244
DYSARZ;244
DZIONEK;244
FEDORYSHYN;244
GALANEK;244
GAWEK;244
GIEZ;244
HABRAJSKI;244
HALCZUK;244
HORBA;244
HUBICKI;244
JADWISZCZAK;244
JAKÓB;244
KAKAREKO;244
KARAKUŁA;244
KOCÓJ;244
KRYSTOSIK;244
LICHTARSKI;244
MADETKO;244
MARGALSKI;244
MENDELEWSKI;244
MILECKI;244
OCIECZEK;244
OKRUTNY;244
PAJA;244
PALUSZYŃSKI;244
PODSIADLIK;244
PUKOWIEC;244
REJDAK;244
ROMANYSHYN;244
ROŚCISZEWSKI;244
SERWAN;244
STELMACHOWSKI;244
STEMPLOWSKI;244
SZCZOTKOWSKI;244
TALARSKI;244
TLAGA;244
TOBJASZ;244
TYRAN;244
TYRPA;244
UTKOWSKI;244
WALERYCH;244
WOŹNIAKIEWICZ;244
WRĘBIAK;244
ZEMBROŃ;244
ANTOSZKIEWICZ;243
BATOROWICZ;243
BEŁKOWSKA;243
BIAŁOSZEWSKA;243
DRZEŻDŻON;243
FADIEIEVA;243
GOL;243
GOŁUSZKA;243
JĘDROSZKOWIAK;243
KAJSZCZAK;243
KARNAFEL;243
KĘDRACKA;243
KUZ;243
ŁAGANOWSKA;243
MALEJ;243
MICIŃSKA;243
MUNTIAN;243
NASIEROWSKA;243
PANCEWICZ;243
POCZTOWSKA;243
PRUSAKOWSKA;243
RASEK;243
REPETOWSKA;243
RUMIANOWSKA;243
RYGALSKA;243
SENDERSKA;243
STRZEŚNIEWSKA;243
SZYNSZECKA;243
ŚWINARSKA;243
WALERIAŃCZYK;243
WALL;243
WARUSZEWSKA;243
ABBASOV;243
BANUL;243
BIAŁORUCKI;243
BIGAS;243
BUJAŁA;243
BULKOWSKI;243
CHERKASOV;243
CHWIŁKOWSKI;243
DAJEWSKI;243
DEMBKOWSKI;243
DEREWECKI;243
DOWGIERT;243
DROBINA;243
FABROWSKI;243
FUTOMA;243
GIDASZEWSKI;243
GOLC;243
GRANIECZNY;243
GRZĄDKOWSKI;243
HERMAŃSKI;243
JAZ;243
KIPA;243
KLACZAK;243
KONCZALSKI;243
KOPERTOWSKI;243
LASYK;243
LEPSZY;243
ŁOJAS;243
ŁOMIŃSKI;243
MASZCZAK;243
MIESZCZYŃSKI;243
MIODUCHOWSKI;243
MISTEWICZ;243
NOWOSADKO;243
PILAK;243
RĘCZKOWSKI;243
SAFONOV;243
SARLEJ;243
SKORULSKI;243
SZTUCKI;243
ŚWIATOWY;243
ŚWIDNICKI;243
TRZECIAKOWSKI;243
VALIEV;243
WANDYCZ;243
WASILKOWSKI;243
WIŚNIAK;243
ZAWILSKI;243
ANTONISZYN;242
BELINSKA;242
BIAŁO;242
BIAŁORUCKA;242
BŁOSZYK;242
BUJWID;242
CHEŁMOWSKA;242
CHOMENTOWSKA;242
CHORĄŻEWSKA;242
FEDOROVYCH;242
FRANCISZKIEWICZ;242
GAŁĘCKA;242
GŁĄBIŃSKA;242
GREINER;242
GRZELACZYK;242
IMIANOWSKA;242
JACYNO;242
JASTER;242
KRIEGER;242
KUBIES;242
ŁĘCZYŃSKA;242
MANTERYS;242
MATEJAK;242
MATWIJ;242
MUSZKIET;242
NIEJADLIK;242
OLCHAWSKA;242
OSIP;242
PIWECKA;242
PUKACKA;242
RZEPCZYK;242
SEREWA;242
SIEROSŁAWSKA;242
SMERECZYŃSKA;242
SOSNOVSKA;242
STAWIANA;242
STECZKOWSKA;242
STELIGA;242
TREPCZYŃSKA;242
TWARDZIAK;242
WAKULIŃSKA;242
ZAGRABSKA;242
ZDRAL;242
ZIÓŁKIEWICZ;242
BACHOR;242
BARDADYN;242
BIELEWSKI;242
BYCHAWSKI;242
CHCIUK;242
CHRÓST;242
CHYRZYŃSKI;242
DŁUGOŃ;242
DOBROCHOWSKI;242
DZIERŻEK;242
FIUTEK;242
FRYŹLEWICZ;242
GAJĘCKI;242
GIDZIŃSKI;242
GOŁBA;242
GROMADKA;242
JARZĄBSKI;242
KARAPETYAN;242
KAWICKI;242
KILIÇ;242
KRALA;242
KSIĄŻKA;242
KUDERSKI;242
KYZIOŁ;242
LAPCZYK;242
ŁYSIKOWSKI;242
MALCZYŃSKI;242
MALITKA;242
MYRONOV;242
ORLOVSKYI;242
PALOWSKI;242
PIECZYWEK;242
PIERONKIEWICZ;242
PLEZIA;242
ROJECKI;242
SERHIEIEV;242
SIEKIERKO;242
SKORY;242
SMERECZYŃSKI;242
SOŁOWIŃSKI;242
SONIK;242
STAWISKI;242
STROŻEK;242
SUDUŁ;242
ŚMIGASIEWICZ;242
ŚWIEŻY;242
TOŁKACZ;242
TRZOSEK;242
TURCZA;242
USTUPSKI;242
WABIŃSKI;242
ŻŁOBICKI;242
BANICKA;241
BŁAZIŃSKA;241
BORKO;241
CHROŚCICKA;241
CHUDZIKIEWICZ;241
CYRAŃSKA;241
DYBCIAK;241
DZIERZBICKA;241
GAJĘCKA;241
GALASIŃSKA;241
GOLIANEK;241
GURGACZ;241
GUZICKA;241
KAPELIŃSKA;241
KLARKOWSKA;241
KOPYRA;241
ŁĘŻNIAK;241
MARUNOWSKA;241
MIGOWSKA;241
MILECKA;241
NALBORCZYK;241
NIEDZIŃSKA;241
NOSENKO;241
POTURALSKA;241
REINKE;241
RETERSKA;241
RYS;241
RYT;241
SIŁKA;241
SIÓDMIAK;241
STAJSZCZAK;241
SUDOMIR;241
TOPOLNICKA;241
WOCKA;241
ZAGRABA;241
ZAJĘCKA;241
ZEMCZAK;241
ŻYTKOWSKA;241
ACHRAMOWICZ;241
BAJNO;241
BESZTAK;241
BŁAJDA;241
BŁAZIŃSKI;241
BOGULAK;241
BOGUSŁAW;241
BYLINKA;241
CHOROBIK;241
DUKACZEWSKI;241
DYMAŁA;241
FARYŚ;241
FURCZOŃ;241
GRODZISKI;241
HALOTA;241
HARKOT;241
HAWRYŁO;241
HORBOWY;241
HORYŃ;241
KONASZEWSKI;241
KOTERWA;241
LELONKIEWICZ;241
LOSIK;241
ŁUBIANKA;241
MALATYŃSKI;241
MAMICA;241
MASZKA;241
MATYASZEK;241
MISIURSKI;241
MORSKI;241
NADULSKI;241
NAJMOWICZ;241
NIESPODZIANY;241
NOWOSIŃSKI;241
ORKWISZEWSKI;241
ORSKI;241
PASIEROWSKI;241
PIEPRZYCKI;241
PŁACHETKA;241
PRZESŁAWSKI;241
SEKULA;241
SKUBEL;241
SPÓLNY;241
STRYJSKI;241
SUHAK;241
SZYMOŃSKI;241
TESMER;241
TUNKIEWICZ;241
WALISIAK;241
WIĘDŁOCHA;241
ZAGÓL;241
BARTYLA;240
BOGDANIK;240
BUDZAN;240
CHAŁUPNICZAK;240
CHWIERUT;240
CIWIŃSKA;240
DRONIA;240
DROŻAK;240
HABURA;240
HUBICKA;240
JODKOWSKA;240
JUCHNO;240
KASIANENKO;240
KĘPOWICZ;240
KING;240
KLASIŃSKA;240
KOBIERZYŃSKA;240
KOSTUSIAK;240
KOŚCIUCZYK;240
KUBIESA;240
KUCZBORSKA;240
LASZCZYŃSKA;240
ŁUPICKA;240
ŁYSIKOWSKA;240
MATVIIV;240
MISIURSKA;240
MURAVSKA;240
MYŚLIWCZYK;240
NOWOMIEJSKA;240
OCHNICKA;240
PASHKO;240
PORAZIŃSKA;240
PRZANOWSKA;240
PUPIEC;240
SAMBURSKA;240
SELL;240
STATECZNA;240
STAWIK;240
TUŁOWIECKA;240
TYMOFIEIEVA;240
UNGER;240
WDOWICZ;240
WYSMUŁEK;240
BEDYK;240
BOJKOWSKI;240
BRZUCHALSKI;240
CHALIŃSKI;240
CIĘPKA;240
CYMANOWSKI;240
DULEBA;240
GADZIAŁA;240
GRĄDKOWSKI;240
JACHIMIAK;240
JEWIARZ;240
JOSEPH;240
KLAMROWSKI;240
KULEJEWSKI;240
MAKOVETSKYI;240
MIECH;240
MUKHIN;240
MYCZKOWSKI;240
NANOWSKI;240
PINKIEWICZ;240
PIPREK;240
RATAJSZCZAK;240
RYCHLICA;240
SAMONEK;240
SIRYI;240
