surname;count
SOLIPIWKO;240
SPÓRNA;240
STACHERCZAK;240
STAŃ;240
SUŚLIK;240
SZYMONOWICZ;240
TOPOLIŃSKI;240
WAŁDOWSKI;240
WICZLING;240
WILCZOK;240
WŁUDARSKI;240
WNUK-LIPIŃSKI;240
ZĄBIK;240
ZŁOCKI;240
ŻARNOWIECKI;240
BARLIK;239
BOGUSZYŃSKA;239
CHRIST;239
DUBOWIK;239
DUSZYK;239
EVANS;239
GAIŃSKA;239
GĘBICZ;239
GŁADYSZEWSKA;239
HASANOVA;239
HELDT;239
HURAL;239
JALOWSKA;239
KAWNIK;239
KLEJDYSZ;239
KOTNIS;239
MANDLA;239
MELESHKO;239
NACHMAN;239
NAMIOTKO;239
NOWICZ;239
PYRAK;239
SCHWARTZ;239
SIEGERT;239
SITNICKA;239
SZAROWSKA;239
SZTANDARSKA;239
SZTYLKA;239
SZUBARTOWSKA;239
SZYMUSIAK;239
ŚCIESZKO;239
ŚNIECIKOWSKA;239
WERMIŃSKA;239
WĘŻOWSKA;239
WOŁKOWYCKA;239
YERSHOVA;239
ZAMKOWSKA;239
ARABSKI;239
AUGUST;239
BARWIK;239
BINIENDA;239
CHMIELNIAK;239
CIAPKA;239
CIENCIAŁA;239
CZYŻNIEWSKI;239
DEJNEK;239
DOROCIŃSKI;239
GIEROBA;239
GLUBA;239
GOYKE;239
GRZĄDZIELEWSKI;239
GUSTA;239
JAKUSZEWSKI;239
KAŁUZIAK;239
KAWALERSKI;239
KĄPIŃSKI;239
KLUPCZYŃSKI;239
KOCZOT;239
KONIARCZYK;239
KUPNY;239
KURZAWIŃSKI;239
ŁOSZEWSKI;239
MISZKE;239
MOSIEWICZ;239
NEMŚ;239
NOWIKOWSKI;239
ONDYCZ;239
ORMIŃSKI;239
PACZEŚNIAK;239
SCHABEK;239
SŁADKOWSKI;239
SZYLAK;239
TRZECIECKI;239
TYRAS;239
VYNOHRADOV;239
WALACHOWSKI;239
WARYSZAK;239
WITUSIK;239
WOLNIACZYK;239
WUJCIK;239
ZAŁÓG;239
ZYNEK;239
ŻELISKO;239
ANDRIUSHCHENKO;238
ANDRUCHÓW;238
BABISZ;238
BĄDKOWSKA;238
BULENDA;238
CZEMPIK;238
DAVID;238
DEMKIV;238
GNITECKA;238
GRYCHTOŁ;238
GRZĘDZIŃSKA;238
JAKOWSKA;238
KABUT;238
KIKOWSKA;238
KOKOSZYŃSKA;238
KULASIŃSKA;238
KUZINA;238
ŁABUZEK;238
ŁĄKOWSKA;238
ŁOBOZ;238
MANDAT;238
MARGIEL;238
MERKULOVA;238
MOCZYGEMBA;238
OLEŃSKA;238
OPIEŁKA;238
ORKISZEWSKA;238
ORMIŃSKA;238
ORZYŁOWSKA;238
OSĘKOWSKA;238
PLĄSKOWSKA;238
PONIEWIERKA;238
PONIKWIA;238
ROCHALSKA;238
ROGUSZEWSKA;238
SADOKIERSKA;238
SAZONOVA;238
SIOMA;238
STAWISKA;238
ŚCIESIŃSKA;238
ŚWIĘCONEK;238
WALCZYKOWSKA;238
WARCZYŃSKA;238
WĘGOREK;238
WYCZAWSKA;238
WYZIŃSKA;238
ZBROŃSKA;238
ARABASZ;238
BLACHARSKI;238
BURZYKOWSKI;238
CIĘŻAREK;238
CYRAŃSKI;238
CZUCHA;238
CZUJKO;238
DAUKSZA;238
DEMBNY;238
GARBAT;238
GASZCZYK;238
GLISTA;238
GRUBICH;238
HAKOBYAN;238
JARZMIK;238
KĘDRACKI;238
KINDRAT;238
KLEBA;238
KOŁOTA;238
KOPANIARZ;238
KOŹNIEWSKI;238
KUCHAR;238
LODA;238
ŁAMASZ;238
MAŁAGOCKI;238
MĄCZKO;238
MOCHOL;238
NABIEV;238
NAWOJCZYK;238
NAWRACAŁA;238
NIEWADZI;238
NOWOMIEJSKI;238
OCHOWIAK;238
OFMAN;238
ORMANIEC;238
PIEJAK;238
PINDELSKI;238
PISKA;238
PLESIAK;238
POLASZEWSKI;238
PRZYCHODNY;238
RABAN;238
ROSTECKI;238
SAMULEWSKI;238
SARAMA;238
STARKOWSKI;238
SURDEJ;238
SZYCHULSKI;238
TARCZOŃ;238
TUREMKA;238
UCHWAT;238
WALCZYKOWSKI;238
WITUSZYŃSKI;238
ZABUSKI;238
ADEREK;237
BARTOCHOWSKA;237
BERNDT;237
CZUDAJ;237
FRANIEL;237
GAJDECKA;237
GICZEWSKA;237
GMITER;237
GNIATKOWSKA;237
GWIAZDOWICZ;237
HRYCKIEWICZ;237
HUT;237
JAMROZIŃSKA;237
KARNASIEWICZ;237
KOIS;237
KOSIM;237
KOTIUK;237
ŁADNA;237
ŁUŹNIAK;237
MACIONCZYK;237
NAUMCZYK;237
NIEBRZEGOWSKA;237
NOSOVA;237
PELYKH;237
PIEŚLAK;237
PULIŃSKA;237
REISS;237
RENKIEWICZ;237
ROZIŃSKA;237
ROŻYŃSKA;237
SCHINDLER;237
SKROŃSKA;237
SNIHUR;237
TSARENKO;237
VASILIEVA;237
WALACHOWSKA;237
WARZYWODA;237
WOJEWSKA;237
WORYNA;237
WROBEL;237
ZABOKLICKA;237
ŻEGLIŃSKA;237
BRYKALSKI;237
BRYNDA;237
BYCHOWSKI;237
CIELEMĘCKI;237
CIESZEWSKI;237
DARSKI;237
DERLECKI;237
DOBSKI;237
DYNDA;237
DZIARKOWSKI;237
ERBEL;237
FIERTEK;237
GAJDEMSKI;237
GAŁĘZIEWSKI;237
GIERTUGA;237
GŁADYS;237
GMITRUK;237
KARPOVICH;237
KLINICKI;237
KOSELSKI;237
KOTAPKA;237
KRYLOV;237
KUTRZEBA;237
LESIV;237
LESZCZYNA;237
MACHULIK;237
MAŁODOBRY;237
MARZEWSKI;237
MYKHAILOVSKYI;237
NAWACKI;237
NURCZYK;237
ODZIEMEK;237
PARZYGNAT;237
PETELA;237
POŁOMKA;237
ROGOZA;237
ROTARI;237
RYŻEWSKI;237
SOCHAL;237
STEBNICKI;237
STĘPSKI;237
STRASZYŃSKI;237
STRUGALSKI;237
SZAŁA;237
SZPILEWSKI;237
SZTYLER;237
WASZUT;237
WAŻYDRĄG;237
WIĄZOWSKI;237
WOJCIESZYŃSKI;237
WYGLĄDAŁA;237
ZACHARKO;237
ZAROSA;237
ZGNILEC;237
ŻARŁOK;237
ŻEGLIŃSKI;237
ŻUKOWICZ;237
ŻURAWIECKI;237
ALCHIMOWICZ;236
BAJERA;236
BARBARSKA;236
BEVZ;236
BILENKO;236
BILL;236
BUTKO;236
CHMARZYŃSKA;236
CHODUBSKA;236
CHRZĄŚCIK;236
CZARTORYJSKA;236
DOBIECH;236
DULOWSKA;236
GAJDOSZ;236
GATKOWSKA;236
GIDASZEWSKA;236
GLAGLA;236
GOŁĘBOWSKA;236
GÓRALEWSKA;236
GULBICKA;236
GULCZ;236
JAROCIŃSKA;236
JOSKOWSKA;236
KABUS;236
KACZUBA;236
KAŁAT;236
KĘDZIAK;236
KIERMASZ;236
KORUSIEWICZ;236
KOSTRZYCKA;236
KRYKUN;236
KUNDYS;236
LESZKA;236
ŁOBACZEWSKA;236
MATEJKOWSKA;236
OLBROMSKA;236
PAJDOWSKA;236
PIELICHOWSKA;236
PIJANKA;236
PINDELSKA;236
PYRGIEL;236
ROT;236
RYDUCHOWSKA;236
RYDZEK;236
SIEDLANOWSKA;236
SIEPIETOWSKA;236
SKORUS;236
TARNAS;236
TOPOLIŃSKA;236
WACZYŃSKA;236
WERA;236
CHUDAŚ;236
CHWASTYK;236
DASZYŃSKI;236
DOMANIECKI;236
FABIJAŃCZYK;236
FĄK;236
FURMAGA;236
GADZINOWSKI;236
HERIAN;236
KINALSKI;236
MACIASZ;236
MAMLA;236
NIEDŹWIEDZIŃSKI;236
OBROCKI;236
OZIMIŃSKI;236
PANKANIN;236
PARDYKA;236
PEPLINSKI;236
PLISZCZYŃSKI;236
POPARDA;236
PRZYŁĘCKI;236
RECZKOWSKI;236
ROKICIŃSKI;236
RYBIAŁEK;236
RYCERSKI;236
SARBA;236
SHYMKO;236
STEMPIŃSKI;236
SUN;236
SYGIT;236
SZUBKA;236
TREPCZYŃSKI;236
UBIK;236
UŁASIUK;236
UTNICKI;236
WAWRZENIUK;236
WIELOPOLSKI;236
WŁOSZCZYK;236
ZĄBCZYŃSKI;236
BERŁOWSKA;235
BIELIKOVA;235
BOYKO;235
GNIECKA;235
HOMIK;235
HOWANIEC;235
KAŁĘCKA;235
KULEJEWSKA;235
KUTYŁOWSKA;235
LECHMAN;235
LIPERT;235
ŁAJEWSKA;235
ŁOJSZCZYK;235
MARZEWSKA;235
MĘDRECKA;235
NASTAŁEK;235
OBROCKA;235
ODOLCZYK;235
ODWAŻNA;235
ONISHCHENKO;235
PAWLEWICZ;235
RACŁAWSKA;235
RIEGEL;235
SEMENETS;235
SOBURA;235
STRUGALSKA;235
SUPLICKA;235
SZAFARSKA;235
TOŁŁOCZKO;235
TRZECIAKOWSKA;235
UCHNAST;235
YAREMKO;235
ZAMIAR;235
BARWACZ;235
BRUDŁO;235
BURDON;235
CAŁKOWSKI;235
CHANAS;235
CHODZYŃSKI;235
CZAJOWSKI;235
DALKA;235
DYMAREK;235
FIGZAŁ;235
GORAJEK;235
GREMBOWSKI;235
GRYL;235
GRZEBIŃSKI;235
GULIYEV;235
HUMENNYI;235
KĘCKI;235
KIELIŃSKI;235
KISZKO;235
KLECKI;235
KRĘŻELOK;235
KROCZ;235
LEWERA;235
ŁĘCZYŃSKI;235
ŁOZICKI;235
MARCJANIK;235
ODOLIŃSKI;235
OSĘKOWSKI;235
OZDARSKI;235
PAŹDZIERSKI;235
PIETRZELA;235
PILSZAK;235
PRZYŁUSKI;235
PUCZKOWSKI;235
PYZOWSKI;235
ROCHOWSKI;235
ROŻYŃSKI;235
SANAK;235
SIEROSŁAWSKI;235
STOTKO;235
SUCHANECKI;235
SZELĄGIEWICZ;235
TRZPIOT;235
TUSZNIO;235
WASIŁOWSKI;235
WIELKOPOLAN;235
WOLARZ;235
ZMACZYŃSKI;235
BERNATSKA;234
BIEGUS;234
BIELEJEWSKA;234
BULHAKOVA;234
BURZYKOWSKA;234
CHERNEHA;234
CHYLICKA;234
DZIUROWICZ;234
FLEGEL;234
FRACH;234
GANCZARSKA;234
GOZDALSKA;234
HENDRYSIAK;234
HUPKA;234
JODŁOWIEC;234
KORCZOWSKA;234
KOROWAJ;234
KUCHMA;234
KUZAJ;234
KUŻEL;234
LASKIEWICZ;234
LUTSIUK;234
ŁYSZKOWICZ;234
MARKOVSKA;234
OLEŚNIEWICZ;234
OLISZEWSKA;234
RADCZUK;234
RYSIŃSKA;234
SNOPCZYŃSKA;234
STEPHAN;234
SZWARCZYŃSKA;234
TEREBA;234
WARDYŃSKA;234
WITUSZYŃSKA;234
WNUK-LIPIŃSKA;234
YEROMINA;234
ŻYCHOWICZ;234
BADECKI;234
BIELEJEWSKI;234
CEJMER;234
CEREK;234
CHRUŚLICKI;234
DAJER;234
DARCZUK;234
FILOCHOWSKI;234
FREUS;234
GARULA;234
GEHRKE;234
GETLER;234
GÓRALEWSKI;234
HEŁMECKI;234
HOMENIUK;234
ISAKOV;234
JACKOWICZ;234
JAŚNIKOWSKI;234
JENDA;234
KAŁĘCKI;234
KARPIESIUK;234
KLINCEWICZ;234
KLONEK;234
KUDYK;234
KURLEJ;234
LECHNIAK;234
LEKI;234
ŁODZIANA;234
MĘDRECKI;234
MĘDZA;234
NIEDOPYTALSKI;234
NIEZGÓDKA;234
OLBROMSKI;234
PANDEY;234
PETA;234
PIEPRZOWSKI;234
PIORUNOWSKI;234
PODZIEWSKI;234
POLIKOWSKI;234
POPIELNICKI;234
PRZANOWSKI;234
SAŁAGA;234
SAMP;234
SERUGA;234
SIENKO;234
STASIKOWSKI;234
STEFANÓW;234
SYGULSKI;234
SZNEIDER;234
ŚWIEŻAK;234
TRACZYKOWSKI;234
WIEJACZKA;234
WYCZAWSKI;234
ŻYLUK;234
BAŃDO;233
BARKOWSKA;233
BARTOLD;233
BARTUSIK;233
BEZUHLA;233
BOROVETS;233
BRAJCZEWSKA;233
CHUIKO;233
CIASNOCHA;233
CZUBER;233
DIAKIV;233
DZIAMBOR;233
FALACIŃSKA;233
FOREMSKA;233
GADOCHA;233
GIERASIŃSKA;233
GRAFF;233
IZAK;233
JANCZUR;233
KASPERKOWIAK;233
KIELIŃSKA;233
KONIECZYŃSKA;233
KREIS;233
LAZARIEVA;233
LEBUDA;233
LIPOWIECKA;233
LUDA;233
LYTVYNIUK;233
MAKOVSKA;233
MALCZYŃSKA;233
MAMOS;233
MYCZKOWSKA;233
NADULSKA;233
NYZHNYK;233
PASTUSHENKO;233
POLASZEWSKA;233
ROCHOWSKA;233
SAŁACKA;233
SAMULEWSKA;233
SIONKOWSKA;233
STARZOMSKA;233
SZKATULSKA;233
ŚMIGLEWSKA;233
ŚRUTWA;233
TEREKHOVA;233
TYMECKA;233
USTUPSKA;233
WILCZOPOLSKA;233
WOLFRAM;233
ZMACZYŃSKA;233
ZOLICH;233
ZYZAŃSKA;233
ANIELAK;233
BADUREK;233
BĘC;233
BOHO;233
BRUNKA;233
CHECHŁACZ;233
CHODYNIECKI;233
CIOROCH;233
DEJK;233
DRUCIAREK;233
DUJKA;233
GŁADYCH;233
GOLCZEWSKI;233
GUCIK;233
GUZIOŁEK;233
JASAK;233
KABATA;233
KLIMOV;233
LELEWSKI;233
LICHWAŁA;233
ŁADOWSKI;233
ŁUPICKI;233
ŁUSIEWICZ;233
MAJDZIK;233
MOKIJEWSKI;233
MURYN;233
NABIAŁCZYK;233
OCHLIK;233
OKRZEJA;233
ORZYŁOWSKI;233
PIWECKI;233
PODOLECKI;233
POPOW;233
PSUJ;233
PYZNAR;233
ROSTANKOWSKI;233
SAWCZYN;233
SERWETA;233
SKALMIERSKI;233
SKURCZYŃSKI;233
SKWARCZEK;233
SMOGÓR;233
SNOPKIEWICZ;233
SOPYŁA;233
STALIŃSKI;233
SZTANDARSKI;233
SZUCHNIK;233
ŚNIADAŁA;233
ŚNIECIŃSKI;233
TIL;233
URAMOWSKI;233
WOJEWSKI;233
WYDERSKI;233
ZAWITOWSKI;233
ZBROŃSKI;233
ŻEBRAK;233
ABEL;232
CHEDA;232
CHOLEWSKA;232
CYGLER;232
CYRANOWICZ;232
CZUK;232
DUPLICKA;232
GABRUŚ;232
HEŁMECKA;232
HOFMANN;232
IGNAC;232
JARZĄBSKA;232
KALIŚCIAK;232
KIERUL;232
KOCIĘBA;232
KONASZEWSKA;232
KURINNA;232
LUBARSKA;232
MLEKO;232
MOROZIUK;232
NIEDZWIEDZKA;232
NIERYCHŁO;232
PIERZCHLEWICZ;232
POHORIELOVA;232
PRZESŁAWSKA;232
SOŁTYK;232
SPECHT;232
STAROSZ;232
STEMPIŃSKA;232
STRZELEWICZ;232
TURCZAK;232
WOŁCZEK;232
WOŹNIK;232
YEVDOKYMOVA;232
ZADURA;232
BANICKI;232
BAŃCZAK;232
BASTRZYK;232
BELOWSKI;232
BEŁKOT;232
BERŁOWSKI;232
BODURA;232
BUKSIŃSKI;232
CHOCHOWSKI;232
CUDZIK;232
DROGOWSKI;232
DUBIAK;232
FRASZ;232
GNYŚ;232
GOŁYGOWSKI;232
HABAJ;232
JACHYMCZYK;232
KAŃKOWSKI;232
KLAMUT;232
KORCZOWSKI;232
KRYMSKI;232
LUKASHEVICH;232
MICHNICKI;232
NIELIPIŃSKI;232
OKÓLSKI;232
ORZESZYNA;232
PIETRAKOWSKI;232
POLICHNOWSKI;232
PRZYDRYGA;232
PRZYGODZIŃSKI;232
RADZIWONKA;232
RĘKOŚ;232
SABA;232
SAŃKO;232
SEKRECKI;232
SIUCIAK;232
SZOŁUCHA;232
ŚCIRKA;232
WARCABA;232
ZABOKLICKI;232
AGACKA;231
ANKOWSKA;231
BABINA;231
BADECKA;231
BALCAR;231
BATIUK;231
BIERUT;231
CHEPURNA;231
DERLUKIEWICZ;231
DWORACZYK;231
GALIMSKA;231
GISZCZAK;231
GLOBISZ;231
GOROŃSKA;231
GRABOWA;231
HAŁABURDA;231
JARZĘCKA;231
JASTRZEMSKA;231
JUNIEWICZ;231
KAIZER;231
KOLBA;231
KRZEMIENIECKA;231
LICHMAN;231
ŁYZIŃSKA;231
MAROŃSKA;231
NABORCZYK;231
NAWACKA;231
NOWIKOWSKA;231
PLISZCZYŃSKA;231
POPYK;231
ROSTANKOWSKA;231
SERHIICHUK;231
SKRZYSZEWSKA;231
SMODEREK;231
SZAJER;231
SZYNWELSKA;231
ŚWIECZKA;231
WITTKE;231
WROTKOWSKA;231
ANKOWSKI;231
BAŁAZIŃSKI;231
BEZKOROVAINYI;231
BOSZCZYK;231
BRALSKI;231
BRANECKI;231
CAŁEK;231
CHABIERSKI;231
CHĘTNIK;231
CHODOWSKI;231
CHOLEWSKI;231
CHOMENTOWSKI;231
CZUCHRYTA;231
DEPOWSKI;231
DEROŃ;231
DOBRZYŃ;231
DOLEWSKI;231
DOŃCZYK;231
DRĄCZKOWSKI;231
DRZYSTEK;231
FOKSOWICZ;231
GARDIAS;231
GŁUSZYK;231
GRZYBCZYK;231
HAS;231
HYSKI;231
JAGÓDKA;231
JAŁOWY;231
JANCZARSKI;231
JARNUTOWSKI;231
JONCZAK;231
KARTASIŃSKI;231
KŁOSOK;231
KOŁBA;231
KONIECZYŃSKI;231
KONISZEWSKI;231
KOTERAS;231
KRYSTECKI;231
LUBERADZKI;231
ŁATAK;231
ŁAZUKA;231
ŁOPUSZAŃSKI;231
MAISURADZE;231
MAMOK;231
OLCHA;231
ORZEPOWSKI;231
PAJDOWSKI;231
POCHWAŁA;231
RABĘDA;231
RACZKOWIAK;231
ROKSELA;231
ROŻEJ;231
SINICA;231
SKURZEWSKI;231
STACHEL;231
SUPLICKI;231
TAJER;231
TANDEK;231
TYBUREK;231
VASYLIV;231
WARTECKI;231
WILOCH;231
WISKI;231
WITTSTOCK;231
WYTRYKUS;231
YEMELIANOV;231
ZENKER;231
ZHDANOV;231
AŁASZEWSKA;230
AVDIEIEVA;230
BARTLEWSKA;230
BOCHAROVA;230
BOCHNACKA;230
BRECZKO;230
CAŁKOWSKA;230
CZADER;230
CZUDEK;230
DATSKO;230
DEREWECKA;230
DOBROCHOWSKA;230
FILIMONOVA;230
GARDYNIK;230
KARTASIŃSKA;230
KONONCHUK;230
KRUZA;230
KURZAWIŃSKA;230
KYRYLOVA;230
LAUER;230
LAVROVA;230
MATZ;230
MLICZEK;230
MYKYTENKO;230
ODOLIŃSKA;230
PIEPRZOWSKA;230
POZDNIAKOVA;230
PRIEBE;230
ROMASZEWSKA;230
RUDNIAK;230
STEMPKA;230
SYGULSKA;230
SYVAK;230
WROTECKA;230
ZIMOŃCZYK;230
BOCHNACKI;230
BUJARSKI;230
BUTYŃSKI;230
ĆWIĘKA;230
DANIELIK;230
DONICA;230
GAJLEWICZ;230
GALCZAK;230
GASIDŁO;230
HEJDA;230
HOLEWIK;230
HOŁY;230
KARDEL;230
KLEIST;230
KOPYCIOK;230
KUBAL;230
KURCOŃ;230
LONT;230
ŁUKACZ;230
MAGNUSKI;230
MAROZAU;230
MEKSUŁA;230
MILKIEWICZ;230
MITROWSKI;230
MONASTYRSKI;230
NAZARCZUK;230
OBRAŁ;230
OCZACHOWSKI;230
OKRĄGŁY;230
OLEŚKÓW;230
OSOWICKI;230
PAŁUBSKI;230
PORĘBNY;230
POTASIŃSKI;230
PROFIC;230
RAPCZYŃSKI;230
REBIZANT;230
RYTCZAK;230
SADOVSKYI;230
SŁAWUTA;230
SMURZYŃSKI;230
SZUBARTOWSKI;230
ŚMIŁEK;230
TATKA;230
TRENDEL;230
TROFIMOV;230
TYPIAK;230
UHRYN;230
URAWSKI;230
WACOWSKI;230
WALASZKOWSKI;230
YURKIV;230
ZAWICKI;230
BAGŁAJ;229
BANDUCH;229
CHABIERSKA;229
CHARYTON;229
DANELSKA;229
DUBRAWSKA;229
DZIERBICKA;229
FABROWSKA;229
HARATYM;229
HARDEJ;229
HRYTSAK;229
JANCZARSKA;229
JASIOŁEK;229
JUZWA;229
KOLADA;229
KOSA;229
KREBS;229
KUTRZUBA;229
LAUDAŃSKA;229
ŁOPUSZAŃSKA;229
MAISTRUK;229
MATUSKA;229
OZDARSKA;229
PASIERBSKA;229
PATOCKA;229
PEJSKA;229
PODĘBSKA;229
POPIELNICKA;229
PRESZ;229
PRZYGODZIŃSKA;229
RADASZEWSKA;229
RZEPNIKOWSKA;229
SHVORAK;229
SMOSARSKA;229
STARZECKA;229
STRAWIŃSKA;229
SUCHOWSKA;229
ŚLÓSARCZYK;229
TONDEL;229
VALCHUK;229
ZELMAN;229
ŻŁOBECKA;229
ANTOSZCZAK;229
BAGNIUK;229
BARTOCHOWSKI;229
BAWÓŁ;229
CACH;229
CHROST;229
CICHORZ;229
FIGIELSKI;229
FLORYSIAK;229
GAŹDZICKI;229
GWIZDALSKI;229
HORODYŃSKI;229
JANETA;229
KANIKOWSKI;229
KARAMON;229
KIDACKI;229
KOLAS;229
KOPRUCKI;229
KOŚCIAK;229
KOTELA;229
KRAWCZYSZYN;229
KRZOWSKI;229
KUŹBIK;229
KWINTAL;229
LABAK;229
LOBANOV;229
LORKIEWICZ;229
ŁAPAWA;229
MISIUKIEWICZ;229
MOR;229
NIEBRZEGOWSKI;229
NIENARTOWICZ;229
ODROWĄŻ;229
OTAWA;229
OTRZĄSEK;229
OZOROWSKI;229
PARZYŃSKI;229
PROŚCIŃSKI;229
PRZYŻYCKI;229
PURCHLA;229
SENKO;229
SIDWA;229
SŁAPA;229
SMOŁKOWICZ;229
STAROS;229
SUCHOŻEBRSKI;229
SYGUDA;229
SZYBISTY;229
ŚCIBAK;229
TATOL;229
TOPOLNICKI;229
TYLISZCZAK;229
WALAWSKI;229
WALICA;229
WAWRZYNOWSKI;229
WINCEK;229
WROSZ;229
ZABRZEŃSKI;229
ZOMKOWSKI;229
ZYZAŃSKI;229
ABRAMCHUK;228
BABIS;228
BURDZIK;228
BUTYŃSKA;228
CHEREDNYCHENKO;228
CHERVINSKA;228
DUKA;228
FILUTOWSKA;228
FORSZPANIAK;228
GOŁYŃSKA;228
GRAJOSZEK;228
GWIZDALSKA;228
JĘCZMYK;228
KALLA;228
KĄPIŃSKA;228
KISELOVA;228
KLAMROWSKA;228
KLECKA;228
KLITA;228
KONCZEWSKA;228
KOROLCHUK;228
KOTSIUBA;228
LATA;228
MAZOWIECKA;228
PAŁUBSKA;228
PEDRYC;228
PIEROŃCZYK;228
PUZA;228
SIEGIEŃ;228
SIPORSKA;228
SMĘDZIK;228
SOŁOWIŃSKA;228
STASIKOWSKA;228
SVITLYCHNA;228
TACZKOWSKA;228
TESLIUK;228
TROKHYMCHUK;228
TRZCIONKOWSKA;228
WALENCKA;228
WASZCZYŃSKA;228
WAWRYSZCZUK;228
WIĄCKIEWICZ;228
WILCZKIEWICZ;228
WŁUDARSKA;228
WYDERSKA;228
ŻURKIEWICZ;228
ŻYWIECKA;228
ANTKOWICZ;228
BĄDKOWSKI;228
BLATKIEWICZ;228
BŁOTKO;228
BOCEK;228
BRĄCZEK;228
CHECHŁOWSKI;228
CHŁOŃ;228
CIELICA;228
DOWEJKO;228
DRAGOSZ;228
DUTKOWIAK;228
DYGOŃ;228
DZIKOWICZ;228
GRUBKA;228
HAMERLIK;228
HOLISZ;228
JARZĘCKI;228
KIKOWSKI;228
KOBIEC;228
KOSTRZĘBSKI;228
KOZACZEK;228
LIPINSKI;228
LITKOWIEC;228
LUDEW;228
MELEROWICZ;228
MOKOSA;228
MORĄG;228
MOSTOVYI;228
NADSTAWNY;228
NAZARKIEWICZ;228
PILISZEK;228
PROMNY;228
PROŚNIEWSKI;228
ROŚNIAK;228
SIENIEK;228
SKOWERSKI;228
SOBANIEC;228
STECZKOWSKI;228
SZAFIRSKI;228
SZAROLETA;228
SZUSTEK;228
VASILIEV;228
WAKULIŃSKI;228
WETOSZKA;228
WĘGRZECKI;228
WOJDAL;228
WYZIŃSKI;228
ZABORNY;228
ZBOZIEŃ;228
ZDOLSKI;228
ZGLICZYŃSKI;228
ZIEMECKI;228
ŻYTKOWSKI;228
ARCIMOWICZ;227
BABKIEWICZ;227
BAGIEŃSKA;227
BOCHYNEK;227
BOIARCHUK;227
BOLIK;227
BZOWA;227
CHECHŁOWSKA;227
CHRUŚLICKA;227
CIEŚLARCZYK;227
FITAŁ;227
FRASEK;227
HARASYMOWICZ;227
KACIUBA;227
KANIKOWSKA;227
KIRCHNER;227
KRECZMAŃSKA;227
KRZEKOTOWSKA;227
KUBIĆ;227
LEONIK;227
LUKASHENKO;227
LUKASHUK;227
MAIER;227
MAKULA;227
MAMOT;227
MUCHEWICZ;227
NIEKRASZ;227
NYCKOWSKA;227
ORYSZCZAK;227
PACZOSKA;227
RUCZKOWSKA;227
SHYSHKINA;227
SMENTOCH;227
SUCHANECKA;227
WĄDOŁKOWSKA;227
WIELOPOLSKA;227
AKACKI;227
ALIIEV;227
BAŁCHAN;227
CABA;227
CIESZKO;227
DEMKOWSKI;227
DĘBIAK;227
DOŚPIAŁ;227
DROBNIEWSKI;227
DUDYK;227
FĄFROWICZ;227
GŁOMSKI;227
GRUSZECZKA;227
HERNES;227
JACHIMSKI;227
KAŁUŻNIAK;227
KOŁPA;227
KONCZEWSKI;227
KOŚCIANEK;227
KUSTUSZ;227
ŁAPUCHA;227
MEREDYK;227
MIKULA;227
MURACKI;227
NOCH;227
PERUN;227
PERYGA;227
PINCZEWSKI;227
POLECHOŃSKI;227
PROKOPEK;227
PRZYMUS;227
PYTLAKOWSKI;227
REJAK;227
SĘP;227
SKROBAŃSKI;227
SKROŃSKI;227
SZCZYRBAK;227
SZPEJNA;227
SZTOBRYN;227
ŚWIERZKO;227
TEODOROWSKI;227
TRZCIONKOWSKI;227
TRZEPAŁKA;227
YAKUBOVSKYI;227
ZASTRÓŻNY;227
ŻELEŹNIAK;227
BARECKA;226
BRALSKA;226
BRONIEWICZ;226
BUCHOLSKA;226
BULLA;226
DATTA;226
DEMKÓW;226
DIAKOVA;226
DŁUŻYŃSKA;226
GARDYŃSKA;226
GORLIKOWSKA;226
GRAŁEK;226
GURBAŁA;226
JASZCZERSKA;226
KINALSKA;226
KISŁOWSKA;226
KOSELSKA;226
KRIUKOVA;226
KRUEGER;226
KUDRYK;226
KUZIMSKA;226
LIRO;226
MALYSH;226
MANISZEWSKA;226
MOSPAN;226
NYCH;226
OSTROWICZ;226
PACIEJEWSKA;226
PIECHULSKA;226
PLEWCZYŃSKA;226
PUCZKOWSKA;226
PYSZKOWSKA;226
PYZOWSKA;226
ROJCZYK;226
RUSZEWSKA;226
STACHA;226
ULJASZ;226
WAWRZYNOWSKA;226
WIRKOWSKA;226
WITMAN;226
WOJTYŁO;226
WYSIŃSKA;226
ZAWROTNA;226
ZĄBCZYŃSKA;226
AGACKI;226
BAĆ;226
BARTECZKA;226
BEŁKOWSKI;226
BIAŁOSZEWSKI;226
BRZOSKI;226
BUCHOLSKI;226
BUCOŃ;226
CHWALIK;226
CIEPLICKI;226
CIOBANU;226
CZAPKOWSKI;226
DŁUŻYŃSKI;226
DRAGUŁA;226
DUCZKOWSKI;226
DZIENISIEWICZ;226
DZIURDŹ;226
FLISIŃSKI;226
GACZOREK;226
GOŁĘBOWSKI;226
GRAJDEK;226
HEDA;226
JÓSKOWIAK;226
KIERPACZ;226
KUBECZKO;226
KUBISA;226
KULASEK;226
LAMORSKI;226
ŁYSIO;226
MADEJAK;226
MANDECKI;226
MASIUKIEWICZ;226
MAZIJ;226
MEHLICH;226
MELNIKAU;226
MGŁOSIEK;226
MIESZKALSKI;226
MLOSTEK;226
MUDRYI;226
NIERYCHLEWSKI;226
ORKISZEWSKI;226
OŻDŻYŃSKI;226
